자치구,연도,성별,심폐지구력,근력,평균BMI,1~2등급비율,3등급비율,4~5등급비율
구로구,2016,여,0.8516210647495194,0.07914323324272153,20.669444444444444,65.51869849989436,30.720473272765688,3.760828227339953
구로구,2017,남,0.4695547990421055,-0.6735334179316802,21.70769230769231,49.7229326513214,40.92071611253197,9.356351236146633
구로구,2017,여,0.9690769944468706,-0.5142945681435004,20.805555555555557,64.75544114205476,31.453311490755908,3.7912473671893285
구로구,2018,남,0.5064287190162233,-0.48823590232891184,21.815384615384616,50.011523392486744,37.842820926480755,12.145655681032496
구로구,2018,여,1.114421325276338,-0.8804623286945915,20.86111111111111,65.01479289940828,30.004930966469427,4.980276134122287
구로구,2019,남,-0.05885571076348258,-0.6355276502342054,22.03333333333333,53.09713183899735,35.91226801638949,10.99060014461316
구로구,2019,여,0.8331463133794207,0.39023507103899324,20.961111111111112,66.34565330557002,29.59396147839667,4.060385216033316
구로구,2020,남,0.5073450427597748,-0.7102549029024837,21.91794871794872,52.378616969102495,38.057871505640016,9.563511525257478
구로구,2020,여,0.39021079271258796,0.18198367130735496,20.908333333333335,64.34666666666666,31.626666666666665,4.026666666666666
구로구,2022,남,0.006483051481301683,-0.3997201712095877,22.85952380952381,41.380163245115014,41.775908978481326,16.84392777640366
구로구,2022,여,0.6836355756201532,-0.3824394031206122,21.01794871794872,55.379984951091046,36.368196639077,8.251818409831953
구로구,2023,남,0.4873457026891702,-0.23362978982746654,22.71666666666667,43.26561324303988,40.53172811637823,16.20265864058189
구로구,2023,여,0.2501603315722189,0.2564315398898525,21.0,57.95397698849425,33.66683341670835,8.379189594797399
구로구,2024,남,0.3350015070406146,-0.3252000924621354,22.20714285714286,48.237382703525235,37.05300532589399,14.709611970580777
구로구,2024,여,0.7961815134907402,0.049982209079372425,20.766666666666666,60.878606706524565,31.94697166623343,7.174421627242007
구로구,2025,남,0.48316913738519873,0.038001467164009074,22.304761904761904,46.42580645161291,38.55483870967742,15.019354838709678
구로구,2025,여,0.7248467635112023,-0.08100269946593548,21.015384615384615,57.600854929201176,34.704782260219076,7.694362810579748
금천구,2016,남,0.3070398436476048,0.6434135404965192,21.28518518518519,44.25267518122195,41.11149464963756,14.63583016914049
금천구,2016,여,0.13734767141191057,-0.24318681052120392,20.849999999999998,56.49546827794561,39.04833836858006,4.45619335347432
금천구,2017,남,0.585863940773416,0.85081706202508,21.74074074074074,50.55031446540881,40.13364779874214,9.316037735849056
금천구,2017,여,1.3311388305969585,-0.5521397749253238,21.041666666666668,65.64468710625788,32.003359932801345,2.3519529609407814
금천구,2018,남,1.0928562322932898,-0.8471174425373813,21.75925925925926,51.4030612244898,39.1156462585034,9.481292517006802
금천구,2018,여,1.2766975728513303,0.4066868583259933,21.0125,65.30703720304795,32.04840878529807,2.6445540116539665
금천구,2019,남,1.6504830944243138,-1.0582597470950994,21.985185185185188,51.08303249097473,41.1101083032491,7.806859205776173
금천구,2019,여,0.7561338366887663,0.30111672545172813,21.10833333333333,65.97057427622211,30.7546274323683,3.2747982914095872
금천구,2020,남,0.917176474138381,-0.4882942766886929,22.14814814814815,49.071870537839125,40.64731080437887,10.280818657782008
금천구,2020,여,1.1387672973034604,-0.05148013760841774,21.279166666666665,63.65461847389559,33.53413654618474,2.8112449799196786
금천구,2021,남,0.14797400215778245,-0.04766306871838779,22.416666666666668,40.12605042016807,48.94957983193277,10.92436974789916
금천구,2021,여,0.4659128815420934,0.23833146574737712,21.3,55.04840940525588,39.004149377593365,5.94744121715076
금천구,2022,남,1.1024758606443479,0.06636803063260263,22.933333333333334,41.0484668644906,41.790306627101884,17.161226508407516
금천구,2022,여,1.4684378584534812,0.1743445058876173,21.53333333333333,50.21528525296017,41.227125941872984,8.557588805166846
금천구,2023,남,1.2301223446799718,0.3603063201647719,22.74814814814815,40.85965820818229,43.24184360435008,15.898498187467633
금천구,2023,여,0.334796238098642,-0.7710760840934524,21.333333333333332,54.363535297387436,38.35464146748194,7.281823235130629
금천구,2024,남,1.0088778750524385,1.361723467805555,22.54074074074074,48.862405200433365,36.56554712892741,14.572047670639222
금천구,2024,여,1.199662365195363,0.3295613881830742,21.170833333333334,60.33295063145809,31.113662456946038,8.553386911595867
금천구,2025,남,0.36139658998737434,-0.31739972114953424,22.644444444444442,41.903719912472646,38.12910284463895,19.967177242888404
금천구,2025,여,1.2882263608969908,-0.22545757437280312,21.325,56.25,35.77981651376147,7.970183486238532
노원구,2016,남,0.13293101463971727,0.7334603820223172,21.084615384615383,56.76811991591262,36.62370898455352,6.608171099533863
노원구,2016,여,0.7556876766301901,0.33811695457980545,20.489333333333335,68.09197256958451,29.296087131908028,2.6119402985074625
노원구,2017,남,-0.24576120837366586,0.09260066288011021,21.27948717948718,55.05583756345178,36.629441624365484,8.314720812182742
노원구,2017,여,0.5860798378714132,0.526095505614129,20.513333333333332,66.68900055834729,30.13958682300391,3.1714126186487994
노원구,2018,남,0.36559650298191365,0.8322725345159849,21.56103896103896,53.230002167786694,38.445696943420764,8.324300888792543
노원구,2018,여,0.15331960706953615,0.6332628692706717,20.635135135135137,65.07653969384123,31.470274118903525,3.4531861872552505
노원구,2019,남,-0.6234101263101502,0.3842916454922381,21.807692307692307,53.99147563644742,37.85278193756479,8.15574242598779
노원구,2019,여,-0.14536422609136176,0.31518866337015244,20.662666666666667,65.12040557667935,31.761723700887202,3.11787072243346
노원구,2020,남,-0.11746777321516505,0.8082468492622175,21.683333333333334,51.86327739387957,40.041954590325766,8.094768015794669
노원구,2020,여,-0.3315845187117934,0.315705986156599,20.66133333333333,60.97991313789359,34.83984799131379,4.180238870792617
노원구,2021,남,-0.632544643653748,-2.0931667251532247,9.2,15.217391304347828,11.956521739130435,72.82608695652173
노원구,2021,여,-1.0474915826734303,-1.4547398614222662,8.48,17.647058823529413,19.327731092436977,63.02521008403361
노원구,2022,남,-0.4551832529735718,-0.015694915695223827,22.558974358974357,43.78343949044586,42.64968152866242,13.566878980891719
노원구,2022,여,0.2264392666281434,-0.07187815340740028,20.810666666666666,56.48135311243588,38.056287259115486,5.462359628448634
노원구,2023,남,0.458768698744167,-0.1500880628141636,22.384615384615383,45.00335345405768,41.649899396378274,13.34674714956405
노원구,2023,여,0.3349373792897931,-0.7996245644320049,20.685333333333336,57.786226056441,36.423453721304284,5.790320222254715
노원구,2024,남,-0.5158800708100887,-0.12102318815552565,22.058974358974357,50.733427362482374,37.588152327221444,11.678420310296191
노원구,2024,여,-0.4904991997366754,-0.6147857622231249,20.594666666666665,60.89949518127582,33.65458161236041,5.4459232063637755
노원구,2025,남,-0.250074488629247,-0.12282951591932025,22.0525641025641,45.93230403800475,40.05344418052256,14.014251781472684
노원구,2025,여,-0.39815959178360993,-0.08715742289302564,20.64,56.43517043644473,37.06594456833386,6.498884995221409
도봉구,2016,남,-0.7987201224365017,-0.21188729597911019,21.144444444444446,50.12562814070351,43.46733668341709,6.407035175879397
도봉구,2016,여,0.8972966763584523,0.15706364889871316,20.723076923076924,63.13020604997808,34.2393686979395,2.63042525208242
도봉구,2017,남,-0.8371534967929909,-0.3223494027186098,21.33888888888889,45.62026515151515,44.64962121212121,9.730113636363637
도봉구,2017,여,-1.2713260558425434,-0.31237551966264715,20.74871794871795,58.84072089624939,37.14076960545543,4.018509498295178
도봉구,2018,남,-1.0649565451296754,0.18783389187687524,21.297222222222224,44.7070914696814,44.03905447070915,11.253854059609456
도봉구,2018,여,-0.5122968436204451,0.22809411997895537,20.738461538461536,56.462765957446805,38.484042553191486,5.053191489361701
도봉구,2019,남,-0.04597064764573894,0.2236509988475699,21.422222222222224,43.9812258420762,44.202098288238545,11.816675869685257
도봉구,2019,여,-1.0523849568638886,-0.4464422966278245,20.628205128205128,57.56194816291654,38.08031899743663,4.3577328396468245
